GeneID	Length	Control-1	Control-2	Control-3	Cys247X.AS-1	Cys247X.AS-2	Cys247X.AS-3	Cys247X-1	Cys247X-2	Cys247X-3
ENSG00000116726	1786	0	0	0	0	0	1	0	0	0
ENSG00000116721	2439	0	0	0	0	0	1	0	0	0
ENSG00000228338	378	0	0	0	0	0	0	0	0	0
ENSG00000239810	1845	0	0	0	0	0	0	0	0	0
ENSG00000231103	1417	0	0	0	0	0	0	0	0	0
ENSG00000179172	1108	6	2	0	0	2	1	0	4	1
ENSG00000120952	1642	0	0	1	0	1	0	0	0	0
ENSG00000243073	1840	0	0	1	0	0	0	0	0	0
ENSG00000187545	1525	0	0	0	0	0	0	0	0	0
ENSG00000204510	1660	0	0	0	0	0	1	0	0	0
ENSG00000207434	107	0	0	0	0	0	0	0	0	0
ENSG00000234064	1139	0	1	0	0	0	0	0	0	0
ENSG00000232423	1784	0	0	0	0	0	0	0	0	0
ENSG00000274178	1450	0	0	0	0	0	1	0	0	0
ENSG00000274764	1863	0	0	0	0	0	0	0	0	0
ENSG00000277058	1148	0	0	0	0	0	0	0	0	0
ENSG00000229571	1918	0	0	0	0	0	0	0	0	0
ENSG00000277862	1447	0	0	0	0	0	0	0	0	0
ENSG00000236179	891	0	0	0	0	0	0	0	0	0
ENSG00000275774	1156	2	1	1	0	1	0	1	0	1
ENSG00000229978	1452	0	0	0	0	0	0	0	0	0
ENSG00000233336	384	0	0	0	0	0	0	0	0	0
ENSG00000280267	1863	0	0	0	0	0	0	0	0	0
ENSG00000179412	882	0	0	0	0	0	0	0	0	0
ENSG00000204505	1863	0	0	0	0	0	0	0	0	0
ENSG00000279169	2442	0	0	0	0	0	0	0	0	0
ENSG00000279804	2067	0	0	0	0	0	0	0	0	0
ENSG00000250894	1371	0	0	0	0	0	0	0	0	0
ENSG00000270601	1720	0	0	0	0	0	0	0	0	0
ENSG00000231219	1068	0	0	0	0	0	0	0	0	0
ENSG00000207511	107	0	0	0	0	0	0	0	0	0
ENSG00000182330	1937	0	0	0	0	0	1	0	0	0
ENSG00000237700	1518	0	0	0	0	0	0	0	0	0
ENSG00000204501	1865	0	0	0	0	0	0	0	0	0
ENSG00000228229	384	0	0	0	0	0	0	0	0	0
ENSG00000204481	2443	0	0	0	0	0	0	0	0	0
ENSG00000204480	1440	0	0	0	0	0	0	0	0	0
ENSG00000204479	1578	0	0	0	0	0	0	0	0	0
ENSG00000204478	1597	0	0	0	0	1	0	0	0	0
ENSG00000162494	2168	5	0	1	1	0	0	0	1	0
ENSG00000259961	477	0	0	1	0	0	0	0	0	0
ENSG00000215909	371	1	0	0	0	0	0	0	0	0
ENSG00000162493	3707	89439	21405	27879	27240	17757	20308	19243	23020	28364
ENSG00000222952	101	0	0	0	0	0	0	0	0	0
ENSG00000237445	379	0	0	0	0	0	0	0	0	0
ENSG00000253085	130	4	0	0	0	1	2	0	0	0
ENSG00000116731	10923	8107	3188	3966	2314	2358	2199	3031	3592	3865
ENSG00000189337	13860	7463	2170	2573	2467	2315	2302	3328	2786	3669
ENSG00000252151	103	0	0	0	0	0	0	0	0	0
ENSG00000231606	1549	0	1	3	1	2	0	8	0	0
ENSG00000234593	2858	0	0	0	0	0	0	0	0	0
ENSG00000235829	326	0	0	0	0	0	0	0	0	0
ENSG00000287756	1453	0	0	0	0	0	0	0	0	0
ENSG00000175147	11973	281	57	80	59	43	177	7	61	52
ENSG00000171729	2238	2630	410	569	873	363	2106	82	763	438
ENSG00000204464	559	8	3	3	2	1	2	0	0	4
ENSG00000215720	710	0	0	0	0	0	0	0	0	0
ENSG00000278480	966	1	0	0	0	0	2	0	0	0
ENSG00000142621	12805	107	27	54	59	95	66	51	154	73
ENSG00000233485	3105	0	0	1	0	0	0	3	0	3
ENSG00000236045	727	0	0	0	0	0	0	0	0	0
ENSG00000228140	5178	84	40	34	3	21	16	16	32	22
ENSG00000142634	2534	4620	1650	1853	1171	1378	1748	3414	2010	2327
ENSG00000162438	3483	5	3	6	1	0	3	6	2	8
ENSG00000142615	1519	0	0	0	0	0	0	0	0	0
ENSG00000215704	1449	0	0	2	1	0	1	0	0	0
ENSG00000132906	5269	1881	730	938	550	555	890	552	743	1027
ENSG00000116138	8563	4184	1881	1925	1141	940	1562	1465	2019	2702
ENSG00000251866	140	0	0	0	0	0	0	0	0	0
ENSG00000272510	346	0	1	5	1	0	1	2	0	0
ENSG00000116771	3095	52	14	14	14	16	11	12	28	13
ENSG00000237301	2845	10	9	9	3	3	2	3	1	11
ENSG00000235084	447	49	12	17	15	11	40	7	8	11
ENSG00000252417	68	0	0	0	0	0	0	0	0	0
ENSG00000236500	225	3	0	0	0	0	0	0	0	0
ENSG00000197312	12178	11711	4040	4523	3689	2459	3319	3252	5298	5172
ENSG00000215695	1854	0	0	0	0	0	0	0	0	0
ENSG00000271742	256	4	0	2	0	0	0	1	2	1
ENSG00000116786	4134	13654	4319	4840	5131	4401	5893	4614	4913	5478
ENSG00000237938	1533	1	0	2	1	0	0	0	0	0
ENSG00000162461	3338	172	77	74	43	70	106	97	150	151
ENSG00000224459	639	0	0	0	0	0	0	0	0	0
ENSG00000162460	1443	0	0	1	0	0	0	0	0	0
ENSG00000162458	4351	3906	1317	1499	1312	1408	1005	1717	1092	1466
ENSG00000224321	490	7	2	6	2	1	0	4	2	2
ENSG00000233954	2180	453	127	155	129	132	160	142	107	122
ENSG00000178715	438	27	9	18	0	2	1	1	0	2
ENSG00000179743	2473	1158	309	407	334	494	583	365	270	265
ENSG00000065526	13447	11807	4525	5570	4298	2993	3083	5862	5686	7389
ENSG00000270620	211	0	0	1	0	0	0	0	0	0
ENSG00000116809	4240	3401	1515	1596	1134	1160	2310	938	1371	1341
ENSG00000234607	563	0	0	0	0	0	0	0	0	0
ENSG00000231353	260	0	0	0	0	0	0	0	0	0
ENSG00000275503	236	0	0	0	0	0	0	0	0	0
ENSG00000224966	962	0	0	0	0	0	0	0	0	0
ENSG00000183888	3039	0	0	0	0	0	0	0	0	0
ENSG00000233078	466	0	0	0	0	0	0	0	0	0
ENSG00000173641	3910	59	18	11	6	75	63	119	48	72
ENSG00000186510	3476	56	25	42	43	69	36	17	50	28
ENSG00000232456	704	13	3	3	5	3	1	3	6	1
ENSG00000184908	2939	297	65	122	114	154	64	80	95	74
ENSG00000185519	1720	69	13	12	33	38	25	11	17	11
ENSG00000142627	4141	3479	1030	1322	1999	1237	896	1174	1033	1594
ENSG00000227959	904	8	2	2	2	0	2	1	2	1
ENSG00000224621	544	6	1	3	0	0	0	0	1	2
ENSG00000234166	439	0	0	0	0	0	0	0	0	0
ENSG00000142632	3788	320	91	111	97	131	135	142	65	91
ENSG00000237276	1990	57	28	25	11	13	10	12	16	15
ENSG00000288398	2662	655	248	278	309	227	475	228	367	409
ENSG00000132881	1574	397	137	155	206	153	284	100	192	220
ENSG00000233929	186	3	1	2	2	3	1	0	2	2
ENSG00000037637	9009	5317	1668	2013	1765	1558	2017	1812	2070	2413
ENSG00000055070	4742	19191	5445	7153	7139	7027	8036	7809	7007	7738
ENSG00000226457	381	2	0	0	0	0	3	2	0	1
ENSG00000187144	4506	11	3	9	10	8	5	4	2	0
ENSG00000157191	5510	5526	1800	2203	1919	2147	2733	2109	2321	2522
ENSG00000226029	3245	118	36	38	24	23	19	49	38	41
ENSG00000080947	6905	1191	648	710	233	361	403	543	638	989
ENSG00000206652	164	1	0	1	0	0	0	0	0	2
ENSG00000261135	1110	26	5	3	7	8	5	1	4	4
ENSG00000285853	1558	1	2	0	2	0	0	3	0	3
ENSG00000224174	327	0	0	0	0	0	0	0	0	0
ENSG00000233421	2068	0	0	1	0	0	0	0	0	0
ENSG00000277344	144	0	0	0	0	0	0	0	0	0
ENSG00000225710	882	0	0	0	0	0	0	0	0	0
ENSG00000219481	12212	4020	1680	1940	979	1048	1250	1256	1872	2152
ENSG00000271732	339	0	2	0	0	2	0	0	0	0
ENSG00000215908	5606	3453	1527	1722	746	930	1670	878	1182	1351
ENSG00000283773	166	0	0	0	0	0	0	0	0	0
ENSG00000186301	2291	198	98	121	82	214	223	86	170	128
ENSG00000282143	817	0	0	0	1	0	0	0	0	0
ENSG00000207513	164	0	0	0	0	0	0	0	0	0
ENSG00000280114	1351	0	0	0	0	0	1	0	0	0
ENSG00000236698	435	153	45	73	18	18	22	100	123	163
ENSG00000268869	4903	6	3	0	1	0	3	0	0	0
ENSG00000279151	406	0	0	0	0	0	0	0	0	0
ENSG00000282740	819	0	0	0	0	0	0	0	0	0
ENSG00000058453	8875	7998	3906	3881	1667	2409	4861	3413	2397	4247
ENSG00000227684	762	4	0	1	1	0	3	1	2	6
ENSG00000207389	164	0	0	0	0	0	0	0	0	0
ENSG00000186715	5298	90	30	40	19	33	30	25	63	56
ENSG00000223643	837	0	0	0	0	0	0	0	0	0
ENSG00000230239	882	0	0	0	0	0	0	0	0	0
ENSG00000263811	73	0	0	0	0	0	0	0	0	0
ENSG00000228549	3293	1	0	0	0	0	2	0	0	0
ENSG00000277234	144	0	0	0	0	0	0	0	0	0
ENSG00000238142	2130	214	65	73	103	102	171	55	93	74
ENSG00000235241	508	0	0	0	0	0	0	0	0	0
ENSG00000207005	164	0	1	0	0	0	1	0	0	1
ENSG00000272426	438	3	1	0	0	0	0	1	2	1
ENSG00000117122	2712	20826	5764	6323	7180	9710	14274	7976	11253	10009
ENSG00000286898	385	2	0	4	0	1	1	4	1	3
ENSG00000226526	636	5	1	1	0	2	5	0	1	0
ENSG00000159363	5253	17144	4393	5197	5970	3629	7146	2982	4088	4421
ENSG00000117118	2462	5052	1583	1826	1691	1495	2641	1543	2105	2270
ENSG00000117115	6000	911	26	58	15	28	37	24	7	9
ENSG00000204362	4676	12	5	3	0	1	0	7	6	20
ENSG00000282843	1228	0	0	0	0	0	0	0	0	0
ENSG00000142623	4903	23	3	6	4	1	7	1	2	2
ENSG00000142619	3189	81	15	41	28	49	60	89	18	130
ENSG00000266634	87	1	0	0	0	0	0	0	0	1
ENSG00000159339	2971	0	0	1	0	0	0	0	0	0
ENSG00000276747	2396	0	0	1	0	0	0	0	0	0
ENSG00000179051	4079	22305	7221	8534	8812	7398	8747	6409	7113	9374
ENSG00000227751	311	5	3	0	0	0	2	0	0	0
ENSG00000074964	7954	6196	1673	2017	2074	1837	3264	1089	2165	1793
ENSG00000236648	1328	0	0	0	0	0	0	0	0	0
ENSG00000117148	1844	0	0	3	0	0	0	0	0	0
ENSG00000284653	2013	0	0	0	0	0	0	0	0	0
ENSG00000261781	2471	0	0	0	0	0	0	0	0	0
ENSG00000117154	3033	1446	688	711	331	270	1015	254	415	436
ENSG00000280222	6473	1	1	0	0	0	0	0	0	1
ENSG00000230035	430	0	0	0	0	0	0	0	0	0
ENSG00000225387	491	0	0	0	0	0	0	0	1	0
ENSG00000179023	5145	1323	305	456	366	530	402	34	374	249
ENSG00000235282	266	0	0	0	0	0	0	0	0	0
ENSG00000225478	223	0	0	0	0	0	0	0	0	0
ENSG00000009709	6473	7	1	3	5	3	5	0	4	9
ENSG00000179002	2542	0	2	4	1	0	0	0	0	0
ENSG00000159423	3632	4194	1369	1799	1363	1391	2665	1149	1182	1244
ENSG00000265606	74	0	0	0	0	0	0	0	0	0
ENSG00000221662	78	0	0	0	0	0	0	0	0	0
ENSG00000169991	6179	3545	1176	1488	985	1069	1476	1317	1246	1317
ENSG00000272084	3402	68	29	39	15	38	46	22	29	23
ENSG00000127481	24661	31745	14120	15448	10692	9952	7948	14104	15178	22696
ENSG00000230424	507	134	41	60	41	42	77	56	50	50
ENSG00000127463	9602	12190	3721	4859	4506	4301	4149	4698	5354	6515
ENSG00000053372	2556	4906	1414	2152	1592	1678	1933	1987	2552	2106
ENSG00000286064	339	5	3	1	2	3	0	3	3	5
ENSG00000211454	2768	170	56	61	35	43	41	94	118	102
ENSG00000162482	1215	100	31	42	29	25	50	56	44	60
ENSG00000270728	525	0	0	0	1	0	0	0	0	0
ENSG00000053371	1781	6543	1990	2432	2358	2117	3622	2259	2618	2792
ENSG00000200403	107	11	1	6	0	0	2	5	2	21
ENSG00000040487	2686	3812	1187	1431	1384	1204	2058	1295	1673	1674
ENSG00000077549	3239	21493	6406	7922	7550	6603	9921	8406	8715	9343
ENSG00000240490	288	0	0	0	0	0	0	0	0	0
ENSG00000173436	5480	1430	495	659	453	486	911	521	636	648
ENSG00000201609	141	0	0	0	0	0	0	0	0	0
ENSG00000235185	207	0	0	0	0	0	0	0	2	0
ENSG00000158747	3596	5655	914	1714	1688	1786	3406	3377	1708	1728
ENSG00000270136	1276	0	0	0	0	0	0	0	0	0
ENSG00000226396	455	84	23	40	30	25	38	8	6	11
ENSG00000158748	3800	7	7	3	4	4	6	2	2	2
ENSG00000162542	4054	1066	362	389	302	399	455	137	411	261
ENSG00000178828	1255	0	0	0	0	0	0	0	0	0
ENSG00000235434	447	0	0	0	0	0	0	0	1	0
ENSG00000169914	6885	2991	1346	1693	779	868	1088	1293	1726	2248
ENSG00000188784	785	0	0	0	0	0	0	0	0	0
ENSG00000242688	301	0	0	0	0	0	0	0	0	0
ENSG00000188257	1685	3	2	2	0	4	1	0	0	1
ENSG00000127472	3342	116	20	26	15	7	61	0	9	1
ENSG00000117215	2681	0	0	0	0	0	0	0	0	0
ENSG00000158786	6440	0	1	1	0	0	0	0	0	0
ENSG00000227066	2930	0	0	0	0	0	0	0	0	0
ENSG00000187980	3298	1	1	1	0	0	1	0	0	0
ENSG00000225986	510	32	15	16	5	14	15	2	10	2
ENSG00000162543	5562	761	257	238	242	371	323	67	615	149
ENSG00000228105	646	0	0	0	0	0	0	0	0	0
ENSG00000284710	1639	0	0	0	0	0	0	0	0	0
ENSG00000158816	6377	46	4	19	30	52	109	20	156	39
ENSG00000226664	229	0	0	0	0	0	0	0	0	0
ENSG00000236963	4303	0	0	0	0	0	0	0	0	0
ENSG00000226487	376	0	0	0	0	0	0	0	0	0
ENSG00000284641	1340	0	0	0	0	0	0	0	0	0
ENSG00000284743	674	0	0	0	0	0	0	0	0	0
ENSG00000162545	2605	369	184	255	260	107	154	224	220	198
ENSG00000090432	2428	6901	1982	2637	2703	2716	3339	2036	2363	2335
ENSG00000215520	763	0	0	0	0	0	0	0	0	0
ENSG00000183114	2448	28	10	18	14	6	31	0	8	19
ENSG00000158825	820	7	7	0	0	0	3	2	2	4
ENSG00000158828	4833	13493	4144	4661	4868	3961	7367	5169	6386	6145
ENSG00000284005	110	0	0	0	0	0	0	0	0	0
ENSG00000117242	4443	1944	639	745	475	584	626	735	867	854
ENSG00000244038	2721	46307	12732	15719	15140	13501	16394	12624	15189	16145
ENSG00000117245	4470	152	92	69	95	83	82	32	94	46
ENSG00000235432	479	1	1	0	0	0	0	0	0	0
ENSG00000189410	4487	437	140	185	161	120	93	133	221	307
ENSG00000233069	299	0	0	1	0	0	0	0	1	0
ENSG00000127483	7402	25939	10613	11980	8617	9222	9826	11608	9185	16518
ENSG00000075151	9596	32057	12135	14044	9037	7502	8343	9754	11973	14296
ENSG00000251914	62	0	0	0	0	0	0	0	0	0
ENSG00000221808	119	0	1	0	0	1	0	0	0	0
ENSG00000233072	385	1	1	0	0	0	3	0	0	0
ENSG00000236073	115	0	0	0	0	0	0	0	1	0
ENSG00000235112	296	0	0	0	0	0	0	0	0	0
ENSG00000287192	1111	12	4	6	0	2	0	3	5	5
ENSG00000117298	7308	3085	797	1081	763	842	701	1021	852	1198
ENSG00000236936	723	0	0	0	0	3	0	0	7	0
ENSG00000231105	2579	4	1	3	0	3	1	6	2	2
ENSG00000236216	376	1	0	0	0	0	1	0	0	1
ENSG00000228823	649	0	0	0	0	0	0	0	0	0
ENSG00000236009	761	0	0	0	0	0	0	0	0	0
ENSG00000227001	661	149	47	42	27	25	52	43	65	57
ENSG00000187952	1234	63	15	24	7	11	17	17	4	8
ENSG00000186543	830	1	0	0	1	0	0	0	0	0
ENSG00000142794	6812	1923	683	712	293	309	285	563	775	679
ENSG00000176378	327	0	0	0	0	0	0	0	0	0
ENSG00000162551	2980	242	30	43	26	224	32	99	92	46
ENSG00000233431	821	1	0	0	0	0	0	0	0	2
ENSG00000076864	5755	2940	1167	1287	681	1010	1194	1745	1038	1487
ENSG00000090686	9497	12697	4805	5616	3239	3769	4444	3603	4626	6849
ENSG00000231978	307	0	0	0	0	0	0	0	0	0
ENSG00000187942	4494	73	10	20	25	17	7	5	16	4
ENSG00000142798	18118	33916	10063	10098	15626	12752	7318	9716	9923	16733
ENSG00000232037	483	0	2	0	3	0	0	0	2	1
ENSG00000283234	1162	1	0	0	0	2	0	0	0	0
ENSG00000219073	1540	0	0	0	0	0	1	0	0	0
ENSG00000285959	1611	0	0	0	0	0	0	0	0	0
ENSG00000273610	297	0	0	0	0	0	0	0	0	0
ENSG00000201919	104	0	0	0	0	0	0	0	0	0
ENSG00000142789	1226	0	0	0	0	0	0	0	0	0
ENSG00000278124	297	0	0	0	0	0	0	0	0	0
ENSG00000201273	104	0	0	0	0	0	0	0	0	0
ENSG00000228397	1588	14	0	4	6	6	3	6	6	2
ENSG00000218510	3764	796	365	347	243	303	467	275	356	427
ENSG00000070831	16278	30388	9052	11273	9266	9863	10169	14143	12435	15054
ENSG00000285752	2574	3	0	1	1	0	0	1	2	0
ENSG00000285794	222	0	0	0	0	0	0	0	0	0
ENSG00000230068	692	1	3	1	3	4	1	2	8	9
ENSG00000271428	488	0	0	0	0	0	0	0	0	0
ENSG00000162552	4650	355	62	88	116	71	98	51	93	111
ENSG00000285873	811	46	8	14	14	8	6	1	12	10
ENSG00000266564	62	0	0	0	0	0	0	0	0	0
ENSG00000234397	492	0	0	1	0	0	0	0	0	0
ENSG00000279625	1853	0	0	0	0	0	0	0	0	0
ENSG00000184677	9169	4794	3121	3000	1331	1889	2295	2291	3236	5108
ENSG00000237200	273	9	5	8	2	4	6	17	9	11
ENSG00000070886	5434	5	1	6	18	22	12	0	24	4
ENSG00000276835	109	0	0	0	0	0	0	0	0	0
ENSG00000173372	1220	0	0	0	0	0	0	0	0	0
ENSG00000159189	1332	0	0	0	0	0	0	0	0	0
ENSG00000173369	1492	0	0	0	0	0	0	0	0	0
ENSG00000133216	12516	5010	1678	2057	1311	1352	1769	1454	1454	1801
ENSG00000265422	82	0	0	2	0	0	0	0	0	0
ENSG00000225952	480	0	0	0	0	0	0	0	0	0
ENSG00000264014	68	1	0	4	0	0	5	0	0	1
ENSG00000215906	1641	0	0	1	0	0	1	0	3	0
ENSG00000227868	660	1	3	1	2	1	6	4	2	11
ENSG00000004487	5440	22925	7725	9327	7330	7015	7414	8853	8237	9475
ENSG00000240553	666	0	0	0	0	0	0	0	0	0
ENSG00000263793	68	0	0	0	0	0	0	0	1	0
ENSG00000266802	77	0	0	0	0	0	0	0	0	0
ENSG00000169641	9658	7775	3100	3856	2605	2877	1791	3479	2901	4171
ENSG00000229010	818	0	0	0	0	0	0	0	0	0
ENSG00000206935	107	0	0	0	0	0	0	0	0	0
ENSG00000252578	101	0	0	0	0	0	0	0	0	0
ENSG00000179546	2835	34	18	17	17	14	12	16	41	32
ENSG00000215381	460	1	0	0	0	1	0	1	0	0
ENSG00000261326	6182	627	419	379	106	167	483	289	524	458
ENSG00000284726	604	0	0	0	0	0	0	0	0	0
ENSG00000125944	8676	44079	15090	17757	13549	14656	14453	21562	23203	22462
ENSG00000125945	4786	5542	2403	2448	2083	1846	2694	2370	2978	2759
ENSG00000249087	2674	804	174	215	265	182	215	128	151	159
ENSG00000201405	93	0	0	0	0	0	0	0	0	0
ENSG00000271420	650	4	1	2	0	0	1	0	0	1
ENSG00000204219	3675	333	85	95	94	229	285	172	370	115
ENSG00000232482	426	0	0	0	0	0	0	0	0	0
ENSG00000088280	4988	8927	3384	3807	3139	3075	4185	4231	3871	4909
ENSG00000007968	5462	382	136	183	254	135	64	149	121	375
ENSG00000235052	456	33	8	10	14	15	15	9	9	22
ENSG00000117318	1496	4558	589	1855	5848	4295	1807	2304	700	2308
ENSG00000285802	1322	0	0	1	1	0	0	1	1	0
ENSG00000197880	2142	0	0	1	3	0	0	0	0	0
ENSG00000229239	1186	0	0	0	0	0	0	0	0	0
ENSG00000142676	2659	124939	41771	46534	28682	29353	41247	41998	40520	43593
ENSG00000236810	3086	640	197	240	212	165	352	148	152	222
ENSG00000011007	5391	7862	2957	3617	2605	2598	3054	2656	4398	4157
ENSG00000057757	2173	4138	1321	1656	1535	1379	1878	1929	1881	2120
ENSG00000011009	2021	7998	2633	2913	3166	2753	3926	2989	4065	3719
ENSG00000117308	3955	2880	917	1208	1296	936	1392	940	1221	1284
ENSG00000117305	5628	5162	1493	2112	2150	1841	2921	1564	1835	2169
ENSG00000179163	2047	6953	1855	2370	2512	2706	3156	2250	3879	2913
ENSG00000188822	5265	6	2	2	0	2	1	0	0	0
ENSG00000229106	1267	2	1	3	1	0	0	0	0	0
ENSG00000232557	210	0	0	0	0	0	0	0	0	0
ENSG00000264926	78	0	0	0	0	0	0	0	0	0
ENSG00000230228	368	1	1	0	1	0	2	1	0	0
ENSG00000189266	2763	14961	6467	7527	4697	6647	7125	7764	7660	9318
ENSG00000188529	11860	16523	7111	9515	3675	5973	6735	7620	8590	13528
ENSG00000215905	328	0	0	0	0	0	0	0	0	0
ENSG00000225315	454	1	0	0	1	0	0	1	1	1
ENSG00000142661	9214	3	7	6	8	9	29	7	8	7
ENSG00000230703	461	0	0	0	0	0	0	0	0	0
ENSG00000142677	2817	0	4	3	0	3	1	1	0	0
ENSG00000185436	4940	1141	472	458	290	228	280	337	480	395
ENSG00000230023	1849	0	0	0	0	0	0	0	0	0
ENSG00000232298	856	0	0	0	0	0	0	0	0	0
ENSG00000158055	3940	17	15	24	10	7	5	9	39	59
ENSG00000001460	8511	2533	788	882	877	613	1183	627	1183	901
ENSG00000001461	9396	8922	2517	3140	2725	2431	2850	2793	2413	3213
ENSG00000286061	762	7	4	0	2	3	4	1	2	4
ENSG00000117602	7138	1852	518	639	594	505	814	503	846	820
ENSG00000264443	1445	6	2	2	11	8	4	2	4	3
ENSG00000184454	4146	108	23	37	55	29	66	23	51	18
ENSG00000227312	348	0	0	0	0	0	0	0	0	0
ENSG00000239106	103	0	0	0	0	0	0	0	0	0
ENSG00000133226	7922	16557	6483	7210	4223	3859	4443	6279	7354	9302
ENSG00000284699	886	0	0	0	0	0	0	0	0	0
ENSG00000169504	4467	31757	10265	13926	7561	11067	7059	17493	12414	17331
ENSG00000238482	107	0	0	0	0	0	0	0	0	0
ENSG00000020633	4523	2	2	0	4	14	11	12	0	1
ENSG00000278034	72	0	0	0	0	0	0	0	0	0
ENSG00000229162	820	0	0	0	0	0	0	0	0	0
ENSG00000261025	2443	0	0	0	0	1	0	0	0	0
ENSG00000264371	84	0	0	0	0	0	0	0	0	0
ENSG00000285823	1431	0	0	0	0	0	0	0	0	0
ENSG00000233755	863	0	0	0	0	1	0	0	0	0
ENSG00000233419	402	1	0	0	0	0	0	0	0	0
ENSG00000231953	988	0	0	0	0	0	0	0	0	0
ENSG00000117614	3773	7045	2395	2887	2338	2600	3691	3328	2881	3486
ENSG00000284602	2190	61	22	53	14	36	29	21	34	34
ENSG00000284657	760	15	10	15	2	1	3	8	7	8
ENSG00000117616	6730	7139	3560	3849	1313	1734	5408	2305	2957	4267
ENSG00000272432	485	13	4	2	3	2	5	10	4	3
ENSG00000261349	459	15	14	7	1	1	0	4	16	19
ENSG00000187010	3313	0	0	0	1	1	0	0	1	0
ENSG00000224183	480	15	7	3	7	8	10	19	4	10
ENSG00000259984	459	7	5	3	0	1	6	1	3	7
ENSG00000183726	3010	14131	3976	5304	4119	3744	5284	4848	5626	5627
ENSG00000188672	2433	51	15	14	21	8	8	9	10	12
ENSG00000238084	478	2	0	5	2	0	2	4	0	0
ENSG00000204178	3979	5874	1967	2187	1717	1576	1904	1690	2419	2287
ENSG00000157978	5397	5113	1664	1608	2349	1608	2305	1391	2487	2512
ENSG00000225643	483	12	1	3	3	6	6	10	1	4
ENSG00000117643	9026	12032	3437	3449	3649	3888	4142	1530	5163	7739
ENSG00000233478	2224	0	0	0	0	0	0	0	0	0
ENSG00000162430	4421	21233	6039	7424	8033	6299	8496	6110	8143	9735
ENSG00000255054	792	0	0	0	0	0	0	0	0	0
ENSG00000228172	2793	103	20	49	60	66	42	48	28	45
ENSG00000117640	5797	9010	2917	3625	3429	3545	4629	3754	3634	4434
ENSG00000272478	222	0	0	0	0	0	0	0	0	0
ENSG00000127423	2408	261	59	100	100	86	38	97	92	142
ENSG00000236528	849	9	4	4	0	3	1	3	2	0
ENSG00000182749	3297	2262	730	804	697	677	840	480	894	783
ENSG00000207302	110	0	0	0	0	0	0	0	0	0
ENSG00000117632	6247	31708	11987	15668	12258	14233	14111	15111	10535	20482
ENSG00000229786	251	0	0	0	0	0	0	0	0	0
ENSG00000223624	140	0	0	1	0	0	0	0	0	0
ENSG00000283938	93	0	0	0	0	0	0	0	0	0
ENSG00000158006	3795	2071	811	904	630	563	1094	454	935	985
ENSG00000207237	104	0	0	0	0	0	0	0	0	0
ENSG00000252190	125	0	0	0	0	0	0	0	0	0
ENSG00000252691	84	0	0	0	0	0	0	0	0	0
ENSG00000158008	4542	360	110	118	143	165	123	80	58	67
ENSG00000158014	3483	191	14	59	47	16	49	1	64	13
ENSG00000284309	941	3	0	0	1	1	0	0	0	1
ENSG00000158022	2573	1854	368	577	1236	733	1370	392	678	896
ENSG00000175087	4560	2937	1137	1530	948	1129	1284	1075	1242	1225
ENSG00000197245	2799	10	1	5	4	3	5	5	1	4
ENSG00000282872	761	95	58	57	26	22	55	57	57	52
ENSG00000236782	2073	4579	1416	1698	2351	2245	4579	2663	944	1551
ENSG00000142684	732	1263	379	412	300	325	721	263	225	243
ENSG00000142675	3960	455	120	217	217	205	354	68	265	252
ENSG00000188782	2030	0	0	0	0	0	0	0	1	0
ENSG00000236155	3191	60	9	20	14	18	26	2	35	3
ENSG00000278572	899	0	0	0	0	0	0	0	0	0
ENSG00000130695	5145	1983	973	1011	804	643	1067	893	1427	1720
ENSG00000270733	358	0	0	0	0	0	0	0	0	0
ENSG00000142669	876	5824	1747	1960	2123	2146	2626	1771	2847	2452
ENSG00000158062	4704	4584	1639	1968	1320	1709	2876	1350	2941	1992
ENSG00000169442	934	3	0	0	4	5	3	0	6	0
ENSG00000176092	6895	64	17	18	6	2	9	2	9	7
ENSG00000225854	346	0	0	0	0	0	0	0	0	0
ENSG00000176083	2379	0	1	2	1	0	0	0	0	0
ENSG00000131914	3975	1	2	0	2	0	0	0	0	0
ENSG00000117682	5608	5745	1704	2382	2112	1811	2174	1668	2798	2147
ENSG00000223583	535	7	0	2	0	4	2	5	1	3
ENSG00000225891	1261	27	10	20	1	7	10	10	8	37
ENSG00000198830	3189	18736	5324	8077	5760	6795	8865	5644	4883	7163
ENSG00000224129	897	0	0	0	0	0	0	0	0	0
ENSG00000117676	5884	5632	1622	1804	1822	1439	1675	1480	1866	2462
ENSG00000238705	52	0	0	1	0	0	0	0	0	0
ENSG00000243905	304	0	0	0	0	0	0	0	0	0
ENSG00000252802	102	0	0	0	0	0	0	0	0	0
ENSG00000252429	64	0	0	0	0	0	0	0	0	0
ENSG00000229247	238	0	0	0	0	0	0	0	0	0
ENSG00000238316	104	0	0	0	0	0	0	0	0	0
ENSG00000235069	235	0	0	0	0	0	0	0	0	0
ENSG00000260063	2000	148	41	78	66	76	41	37	81	39
ENSG00000117713	15939	24955	10375	10998	9250	7753	8466	9789	11097	13555
ENSG00000060642	3382	1885	605	737	591	604	861	449	528	692
ENSG00000241188	291	0	1	2	0	0	0	0	0	0
ENSG00000287810	177	0	0	0	0	0	0	0	0	0
ENSG00000204160	5460	4768	1590	1889	1663	1248	2426	1350	2062	1896
ENSG00000175793	1308	14	2	2	6	2	8	3	17	3
